#,title,acRate,difficulty,freq,likes,dislikes,link
300,Longest Increasing Subsequence,45.488112,Medium,50.850425,7779,169,https://leetcode.com/problems/longest-increasing-subsequence/
301,Remove Invalid Parentheses,45.313378,Hard,66.522154,3580,166,https://leetcode.com/problems/remove-invalid-parentheses/
302,Smallest Rectangle Enclosing Black Pixels,53.069944,Hard,4.503054,261,59,https://leetcode.com/problems/smallest-rectangle-enclosing-black-pixels/
304,Range Sum Query 2D - Immutable,44.010044,Medium,42.649316,1851,221,https://leetcode.com/problems/range-sum-query-2d-immutable/
305,Number of Islands II,39.410312,Hard,30.715433,1094,29,https://leetcode.com/problems/number-of-islands-ii/
306,Additive Number,29.888017,Medium,34.850502,576,550,https://leetcode.com/problems/additive-number/
307,Range Sum Query - Mutable,37.781619,Medium,3.236267,2146,119,https://leetcode.com/problems/range-sum-query-mutable/
308,Range Sum Query 2D - Mutable,39.049431,Hard,10.105415,553,68,https://leetcode.com/problems/range-sum-query-2d-mutable/
309,Best Time to Buy and Sell Stock with Cooldown,48.931598,Medium,36.000496,3873,128,https://leetcode.com/problems/best-time-to-buy-and-sell-stock-with-cooldown/
310,Minimum Height Trees,35.298552,Medium,12.828019,3337,139,https://leetcode.com/problems/minimum-height-trees/
311,Sparse Matrix Multiplication,64.531288,Medium,32.446504,670,255,https://leetcode.com/problems/sparse-matrix-multiplication/
312,Burst Balloons,54.231467,Hard,37.988397,3840,115,https://leetcode.com/problems/burst-balloons/
313,Super Ugly Number,46.904384,Medium,15.688954,964,176,https://leetcode.com/problems/super-ugly-number/
314,Binary Tree Vertical Order Traversal,47.872975,Medium,51.488328,1555,208,https://leetcode.com/problems/binary-tree-vertical-order-traversal/
315,Count of Smaller Numbers After Self,41.993394,Hard,41.282616,4102,122,https://leetcode.com/problems/count-of-smaller-numbers-after-self/
316,Remove Duplicate Letters,39.847069,Medium,43.520347,2803,203,https://leetcode.com/problems/remove-duplicate-letters/
317,Shortest Distance from All Buildings,43.461272,Hard,48.334242,1071,67,https://leetcode.com/problems/shortest-distance-from-all-buildings/
318,Maximum Product of Word Lengths,55.417700,Medium,9.539680,1368,87,https://leetcode.com/problems/maximum-product-of-word-lengths/
320,Generalized Abbreviation,54.419774,Medium,0.000000,524,151,https://leetcode.com/problems/generalized-abbreviation/
321,Create Maximum Number,27.752483,Hard,35.308718,1019,280,https://leetcode.com/problems/create-maximum-number/
322,Coin Change,38.259014,Medium,74.393161,7473,206,https://leetcode.com/problems/coin-change/
323,Number of Connected Components in an Undirected Graph,58.829232,Medium,62.584950,1369,40,https://leetcode.com/problems/number-of-connected-components-in-an-undirected-graph/
324,Wiggle Sort II,31.096642,Medium,26.514654,1528,694,https://leetcode.com/problems/wiggle-sort-ii/
325,Maximum Size Subarray Sum Equals k,47.918720,Medium,23.593944,1267,39,https://leetcode.com/problems/maximum-size-subarray-sum-equals-k/
326,Power of Three,42.538787,Easy,8.952378,299,42,https://leetcode.com/problems/power-of-three/
327,Count of Range Sum,36.246608,Hard,20.513109,1152,129,https://leetcode.com/problems/count-of-range-sum/
328,Odd Even Linked List,57.692235,Medium,34.085812,3440,345,https://leetcode.com/problems/odd-even-linked-list/
329,Longest Increasing Path in a Matrix,47.151559,Hard,57.011481,3593,60,https://leetcode.com/problems/longest-increasing-path-in-a-matrix/
330,Patching Array,35.332913,Hard,23.818879,669,85,https://leetcode.com/problems/patching-array/
331,Verify Preorder Serialization of a Binary Tree,41.369004,Medium,22.479293,1033,60,https://leetcode.com/problems/verify-preorder-serialization-of-a-binary-tree/
332,Reconstruct Itinerary,38.692879,Medium,69.551171,2920,1330,https://leetcode.com/problems/reconstruct-itinerary/
333,Largest BST Subtree,38.984930,Medium,29.139254,903,85,https://leetcode.com/problems/largest-bst-subtree/
334,Increasing Triplet Subsequence,40.992832,Medium,27.660277,2652,171,https://leetcode.com/problems/increasing-triplet-subsequence/
336,Palindrome Pairs,35.992321,Hard,21.252335,2174,199,https://leetcode.com/problems/palindrome-pairs/
337,House Robber III,52.146961,Medium,30.231750,4352,69,https://leetcode.com/problems/house-robber-iii/
338,Counting Bits,71.153914,Easy,12.663969,4342,225,https://leetcode.com/problems/counting-bits/
339,Nested List Weight Sum,77.444603,Medium,56.747973,880,224,https://leetcode.com/problems/nested-list-weight-sum/
340,Longest Substring with At Most K Distinct Characters,46.131876,Medium,54.163510,1729,60,https://leetcode.com/problems/longest-substring-with-at-most-k-distinct-characters/
341,Flatten Nested List Iterator,56.517046,Medium,70.656758,2453,886,https://leetcode.com/problems/flatten-nested-list-iterator/
342,Power of Four,42.154231,Easy,3.786009,947,261,https://leetcode.com/problems/power-of-four/
343,Integer Break,51.635185,Medium,63.496567,1807,277,https://leetcode.com/problems/integer-break/
344,Reverse String,71.394400,Easy,58.320803,2605,798,https://leetcode.com/problems/reverse-string/
346,Moving Average from Data Stream,74.277292,Easy,54.375105,926,94,https://leetcode.com/problems/moving-average-from-data-stream/
347,Top K Frequent Elements,63.007086,Medium,71.922827,5413,284,https://leetcode.com/problems/top-k-frequent-elements/
348,Design Tic-Tac-Toe,56.354261,Medium,69.677326,1237,77,https://leetcode.com/problems/design-tic-tac-toe/
350,Intersection of Two Arrays II,52.598038,Easy,36.320156,2458,538,https://leetcode.com/problems/intersection-of-two-arrays-ii/
351,Android Unlock Patterns,50.072981,Medium,6.873091,6,3,https://leetcode.com/problems/android-unlock-patterns/
352,Data Stream as Disjoint Intervals,49.159217,Hard,0.000000,498,122,https://leetcode.com/problems/data-stream-as-disjoint-intervals/
353,Design Snake Game,36.725071,Medium,41.420431,576,225,https://leetcode.com/problems/design-snake-game/
354,Russian Doll Envelopes,38.409847,Hard,44.306184,2252,62,https://leetcode.com/problems/russian-doll-envelopes/
355,Design Twitter,32.405011,Medium,58.105376,1429,240,https://leetcode.com/problems/design-twitter/
358,Rearrange String k Distance Apart,35.979695,Hard,11.970760,604,26,https://leetcode.com/problems/rearrange-string-k-distance-apart/
359,Logger Rate Limiter,73.212720,Easy,59.001891,837,148,https://leetcode.com/problems/logger-rate-limiter/
360,Sort Transformed Array,50.584023,Medium,13.479419,427,124,https://leetcode.com/problems/sort-transformed-array/
361,Bomb Enemy,47.674642,Medium,13.987076,613,82,https://leetcode.com/problems/bomb-enemy/
362,Design Hit Counter,66.014541,Medium,67.781961,1138,105,https://leetcode.com/problems/design-hit-counter/
363,Max Sum of Rectangle No Larger Than K,39.928228,Hard,9.568721,1578,98,https://leetcode.com/problems/max-sum-of-rectangle-no-larger-than-k/
364,Nested List Weight Sum II,64.878521,Medium,66.298197,758,222,https://leetcode.com/problems/nested-list-weight-sum-ii/
366,Find Leaves of Binary Tree,73.510936,Medium,14.136345,1479,22,https://leetcode.com/problems/find-leaves-of-binary-tree/
367,Valid Perfect Square,42.399271,Easy,11.812189,1375,196,https://leetcode.com/problems/valid-perfect-square/
368,Largest Divisible Subset,38.651399,Medium,25.943845,2005,95,https://leetcode.com/problems/largest-divisible-subset/
369,Plus One Linked List,59.708268,Medium,10.768054,678,38,https://leetcode.com/problems/plus-one-linked-list/
370,Range Addition,64.054984,Medium,23.286001,685,27,https://leetcode.com/problems/range-addition/
373,Find K Pairs with Smallest Sums,38.806205,Medium,39.277587,2124,140,https://leetcode.com/problems/find-k-pairs-with-smallest-sums/
376,Wiggle Subsequence,42.671419,Medium,23.639005,1893,80,https://leetcode.com/problems/wiggle-subsequence/
377,Combination Sum IV,47.335028,Medium,21.696473,2444,274,https://leetcode.com/problems/combination-sum-iv/
378,Kth Smallest Element in a Sorted Matrix,57.216293,Medium,39.388606,3918,191,https://leetcode.com/problems/kth-smallest-element-in-a-sorted-matrix/
380,Insert Delete GetRandom O(1),49.587063,Medium,89.522674,3791,218,https://leetcode.com/problems/insert-delete-getrandom-o1/
381,Insert Delete GetRandom O(1) - Duplicates allowed,35.201263,Hard,42.165868,1213,95,https://leetcode.com/problems/insert-delete-getrandom-o1-duplicates-allowed/
382,Linked List Random Node,54.658776,Medium,5.293716,948,242,https://leetcode.com/problems/linked-list-random-node/
383,Ransom Note,53.726595,Easy,33.127113,954,247,https://leetcode.com/problems/ransom-note/
386,Lexicographical Numbers,55.542318,Medium,28.545838,813,97,https://leetcode.com/problems/lexicographical-numbers/
387,First Unique Character in a String,54.595613,Easy,64.411421,3181,153,https://leetcode.com/problems/first-unique-character-in-a-string/
389,Find the Difference,58.296601,Easy,5.849190,1378,324,https://leetcode.com/problems/find-the-difference/
390,Elimination Game,45.630735,Medium,44.851813,614,433,https://leetcode.com/problems/elimination-game/
391,Perfect Rectangle,31.371259,Hard,5.792961,494,90,https://leetcode.com/problems/perfect-rectangle/
392,Is Subsequence,49.777391,Easy,35.660198,2755,249,https://leetcode.com/problems/is-subsequence/
394,Decode String,53.670439,Medium,75.465611,5393,249,https://leetcode.com/problems/decode-string/
395,Longest Substring with At Least K Repeating Characters,43.910638,Medium,38.712434,2834,280,https://leetcode.com/problems/longest-substring-with-at-least-k-repeating-characters/
396,Rotate Function,37.126325,Medium,19.167776,577,188,https://leetcode.com/problems/rotate-function/
397,Integer Replacement,33.734436,Medium,10.247226,569,375,https://leetcode.com/problems/integer-replacement/
399,Evaluate Division,55.194178,Medium,48.964003,3656,286,https://leetcode.com/problems/evaluate-division/
402,Remove K Digits,28.771833,Medium,41.981094,3560,155,https://leetcode.com/problems/remove-k-digits/
403,Frog Jump,41.995414,Hard,49.763144,1712,137,https://leetcode.com/problems/frog-jump/
404,Sum of Left Leaves,52.685710,Easy,16.645149,2017,187,https://leetcode.com/problems/sum-of-left-leaves/
405,Convert a Number to Hexadecimal,44.844238,Easy,11.705331,671,139,https://leetcode.com/problems/convert-a-number-to-hexadecimal/
406,Queue Reconstruction by Height,69.023150,Medium,25.896001,4201,464,https://leetcode.com/problems/queue-reconstruction-by-height/
407,Trapping Rain Water II,45.028130,Hard,42.777054,1983,43,https://leetcode.com/problems/trapping-rain-water-ii/
409,Longest Palindrome,52.447721,Easy,32.314108,1711,107,https://leetcode.com/problems/longest-palindrome/
410,Split Array Largest Sum,47.357081,Hard,44.713498,2892,97,https://leetcode.com/problems/split-array-largest-sum/
411,Minimum Unique Word Abbreviation,37.572712,Hard,0.000000,151,133,https://leetcode.com/problems/minimum-unique-word-abbreviation/
413,Arithmetic Slices,60.246991,Medium,17.799661,1919,207,https://leetcode.com/problems/arithmetic-slices/
415,Add Strings,49.293766,Easy,86.375743,1956,406,https://leetcode.com/problems/add-strings/
416,Partition Equal Subset Sum,45.255661,Medium,41.119439,4772,94,https://leetcode.com/problems/partition-equal-subset-sum/
417,Pacific Atlantic Water Flow,45.108985,Medium,51.885225,2373,606,https://leetcode.com/problems/pacific-atlantic-water-flow/
418,Sentence Screen Fitting,34.124283,Medium,34.418337,622,302,https://leetcode.com/problems/sentence-screen-fitting/
419,Battleships in a Board,71.763194,Medium,49.146114,1033,640,https://leetcode.com/problems/battleships-in-a-board/
421,Maximum XOR of Two Numbers in an Array,54.674755,Medium,7.923166,2234,223,https://leetcode.com/problems/maximum-xor-of-two-numbers-in-an-array/
422,Valid Word Square,38.327870,Easy,3.103799,236,140,https://leetcode.com/problems/valid-word-square/
424,Longest Repeating Character Replacement,48.971634,Medium,43.566873,2697,125,https://leetcode.com/problems/longest-repeating-character-replacement/
425,Word Squares,50.749388,Hard,9.739690,766,48,https://leetcode.com/problems/word-squares/
426,Convert Binary Search Tree to Sorted Doubly Linked List,62.249263,Medium,58.134723,1466,126,https://leetcode.com/problems/convert-binary-search-tree-to-sorted-doubly-linked-list/
428,Serialize and Deserialize N-ary Tree,62.513130,Hard,51.532427,664,37,https://leetcode.com/problems/serialize-and-deserialize-n-ary-tree/
429,N-ary Tree Level Order Traversal,67.378158,Medium,2.300861,1078,67,https://leetcode.com/problems/n-ary-tree-level-order-traversal/
430,Flatten a Multilevel Doubly Linked List,57.206220,Medium,37.021521,2463,196,https://leetcode.com/problems/flatten-a-multilevel-doubly-linked-list/
431,Encode N-ary Tree to Binary Tree,75.207216,Hard,10.157458,314,17,https://leetcode.com/problems/encode-n-ary-tree-to-binary-tree/
432,All O`one Data Structure,33.741697,Hard,49.368365,828,104,https://leetcode.com/problems/all-oone-data-structure/
433,Minimum Genetic Mutation,44.040471,Medium,13.887898,593,77,https://leetcode.com/problems/minimum-genetic-mutation/
435,Non-overlapping Intervals,44.789134,Medium,21.707007,2291,68,https://leetcode.com/problems/non-overlapping-intervals/
436,Find Right Interval,48.773832,Medium,12.231468,790,204,https://leetcode.com/problems/find-right-interval/
437,Path Sum III,48.637789,Medium,39.969642,5481,325,https://leetcode.com/problems/path-sum-iii/
438,Find All Anagrams in a String,45.731806,Medium,48.255745,4471,207,https://leetcode.com/problems/find-all-anagrams-in-a-string/
439,Ternary Expression Parser,57.169792,Medium,0.000000,295,38,https://leetcode.com/problems/ternary-expression-parser/
440,K-th Smallest in Lexicographical Order,30.001928,Hard,9.314528,435,64,https://leetcode.com/problems/k-th-smallest-in-lexicographical-order/
441,Arranging Coins,42.903777,Easy,15.853648,1048,813,https://leetcode.com/problems/arranging-coins/
442,Find All Duplicates in an Array,69.750434,Medium,51.050722,3858,188,https://leetcode.com/problems/find-all-duplicates-in-an-array/
445,Add Two Numbers II,57.057991,Medium,65.776237,2545,202,https://leetcode.com/problems/add-two-numbers-ii/
446,Arithmetic Slices II - Subsequence,34.136344,Hard,19.445399,760,73,https://leetcode.com/problems/arithmetic-slices-ii-subsequence/
448,Find All Numbers Disappeared in an Array,56.616280,Easy,34.418361,4463,310,https://leetcode.com/problems/find-all-numbers-disappeared-in-an-array/
449,Serialize and Deserialize BST,54.792660,Medium,24.244421,2072,99,https://leetcode.com/problems/serialize-and-deserialize-bst/
450,Delete Node in a BST,46.092298,Medium,33.453831,3259,114,https://leetcode.com/problems/delete-node-in-a-bst/
451,Sort Characters By Frequency,65.193407,Medium,23.663140,2581,155,https://leetcode.com/problems/sort-characters-by-frequency/
452,Minimum Number of Arrows to Burst Balloons,50.174380,Medium,20.118386,1904,66,https://leetcode.com/problems/minimum-number-of-arrows-to-burst-balloons/
454,4Sum II,55.004877,Medium,40.782032,2138,85,https://leetcode.com/problems/4sum-ii/
455,Assign Cookies,50.431467,Easy,5.613728,926,129,https://leetcode.com/problems/assign-cookies/
456,132 Pattern,30.659035,Medium,20.678191,2459,149,https://leetcode.com/problems/132-pattern/
457,Circular Array Loop,30.625292,Medium,26.179230,126,110,https://leetcode.com/problems/circular-array-loop/
459,Repeated Substring Pattern,43.388217,Easy,17.591887,2568,255,https://leetcode.com/problems/repeated-substring-pattern/
460,LFU Cache,37.298125,Hard,84.898180,2200,156,https://leetcode.com/problems/lfu-cache/
461,Hamming Distance,73.437121,Easy,16.590447,2312,179,https://leetcode.com/problems/hamming-distance/
462,Minimum Moves to Equal Array Elements II,55.659083,Medium,31.225655,963,63,https://leetcode.com/problems/minimum-moves-to-equal-array-elements-ii/
